depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.41,21.44,15.97,7.99
5-15cm,36.93,21.34,15.6,15.6
15-30cm,36.71,22.51,14.21,21.31
30-60cm,38.42,24.67,13.75,41.25
60-100cm,37.61,23.63,13.98,55.91
