property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,50.2,50.2,50.2,50.2,51.2
soc,345.6,206.2,170.20000000000002,119.2,72.8
clay,291.99999999999994,292.59999999999997,333.8,363.6,388.8
sand,433.6,438.0,406.8,381.8,357.6
silt,274.4,269.4,259.2,254.6,253.4
bdod,126.2,132.2,138.2,144.0,146.79999999999998
cec,115.2,104.19999999999999,86.20000000000002,83.8,81.39999999999999
