depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.12,22.6,14.52,7.26
5-15cm,34.69,21.17,13.52,13.52
15-30cm,35.07,22.03,13.04,19.56
30-60cm,37.81,24.96,12.85,38.56
60-100cm,38.99,26.23,12.77,51.07
