depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.57,22.62,13.95,6.97
5-15cm,35.67,22.15,13.52,13.52
15-30cm,36.72,23.43,13.29,19.94
30-60cm,37.41,24.2,13.2,39.61
60-100cm,36.53,23.49,13.04,52.17
