depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.72,23.01,13.72,6.86
5-15cm,33.7,21.16,12.54,12.54
15-30cm,33.24,21.13,12.11,18.17
30-60cm,33.0,21.12,11.88,35.63
60-100cm,33.03,21.35,11.68,46.73
