depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.09,26.01,14.08,7.04
5-15cm,39.93,26.24,13.69,13.69
15-30cm,39.75,26.04,13.71,20.56
30-60cm,40.96,27.9,13.06,39.19
60-100cm,41.08,28.0,13.09,52.36
