depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.02,23.09,15.93,7.97
5-15cm,36.6,21.92,14.68,14.68
15-30cm,36.36,22.12,14.24,21.36
30-60cm,36.47,22.28,14.19,42.56
60-100cm,36.29,22.37,13.92,55.67
