depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.25,24.51,15.74,7.87
5-15cm,40.26,24.64,15.63,15.63
15-30cm,38.91,24.71,14.21,21.31
30-60cm,38.83,25.03,13.8,41.4
60-100cm,39.54,26.22,13.32,53.27
