depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.02,22.6,17.43,8.71
5-15cm,39.43,22.3,17.13,17.13
15-30cm,37.24,22.42,14.83,22.24
30-60cm,37.22,23.07,14.15,42.44
60-100cm,38.47,24.7,13.78,55.1
