depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.75,24.53,15.22,7.61
5-15cm,39.03,24.44,14.59,14.59
15-30cm,37.71,24.4,13.31,19.97
30-60cm,38.28,25.37,12.91,38.72
60-100cm,38.6,25.79,12.81,51.24
