depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.28,25.67,14.61,7.31
5-15cm,39.31,24.78,14.52,14.52
15-30cm,40.41,27.93,12.48,18.71
30-60cm,42.18,30.89,11.29,33.87
60-100cm,43.13,32.14,10.99,43.95
