depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.38,20.51,13.87,6.93
5-15cm,32.31,19.35,12.96,12.96
15-30cm,34.07,21.25,12.83,19.24
30-60cm,35.21,22.5,12.71,38.14
60-100cm,36.32,23.61,12.7,50.81
