property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,51.0,51.4,52.0,52.0,52.0
soc,408.6708860759494,282.01265822784814,155.37974683544306,121.65822784810128,107.37974683544306
clay,323.2,339.2,304.2,301.40000000000003,312.0
sand,385.6,373.0,392.99999999999994,384.8,378.0
silt,291.2,287.79999999999995,302.8,314.2,310.0
bdod,124.8354430379747,127.65822784810128,129.32911392405066,136.493670886076,137.10126582278482
cec,148.0,109.6,102.2,93.2,89.6
