depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,41.08,24.48,16.59,8.3
5-15cm,38.42,22.9,15.52,15.52
15-30cm,38.06,23.33,14.73,22.1
30-60cm,38.57,24.88,13.69,41.07
60-100cm,38.85,25.27,13.58,54.32
