depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.86,24.4,15.46,7.73
5-15cm,38.1,23.63,14.47,14.47
15-30cm,38.13,24.47,13.66,20.5
30-60cm,39.99,26.97,13.02,39.06
60-100cm,40.29,27.16,13.13,52.51
