depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.44,23.9,14.54,7.27
5-15cm,38.19,24.25,13.94,13.94
15-30cm,38.02,24.42,13.6,20.4
30-60cm,35.99,22.12,13.87,41.62
60-100cm,35.46,21.67,13.8,55.19
