depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.14,22.13,14.01,7.0
5-15cm,35.42,21.89,13.53,13.53
15-30cm,36.52,23.13,13.39,20.08
30-60cm,39.47,26.91,12.56,37.67
60-100cm,39.1,26.52,12.58,50.32
