depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.4,21.33,14.07,7.03
5-15cm,34.95,21.16,13.79,13.79
15-30cm,33.41,19.9,13.51,20.27
30-60cm,34.94,21.75,13.18,39.55
60-100cm,34.98,21.87,13.11,52.42
