crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,142.24,1.643,1.731,1.599,-0.356,240.0,142.24,1.0,0.0,0.0,0.0,7.68,28.6,3.6673,28.6,0.0,0.0,LOW
cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,142.24,0.196,1.479,1.422,-0.223,152.69,142.24,1.0,0.0,0.0,0.0,7.4959,28.6,3.6331,28.6,0.0,0.0,LOW
cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,142.24,0.108,1.205,1.108,-0.264,66.71,81.63,1.0,0.0,23.6432,28.6,7.3238,28.6,3.6014,28.6,0.0,0.0,MEDIUM
cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,142.24,-1.047,0.357,0.895,-0.362,0.0,21.19,1.0,0.0,22.785,28.6,7.1767,28.6,3.5782,28.6,0.0,0.0,MEDIUM
cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,142.24,-0.584,0.094,0.787,-0.365,10.73,0.0,0.7636,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW
cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,142.24,0.988,0.204,1.1,-0.042,189.89,114.16,0.7722,22.78,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,3.8794,LOW
cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,142.24,1.145,0.252,1.001,0.091,324.14,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8417,3.8663,LOW
cacao_ccn51,2017-04-01,2017-04-15,2017-04_Q1,142.24,-0.063,-0.024,0.55,0.036,173.1,100.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68,3.8513,LOW
cacao_ccn51,2017-04-16,2017-04-30,2017-04_Q2,142.24,-0.783,-0.037,0.352,0.021,179.9,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4959,3.8149,LOW
cacao_ccn51,2017-05-01,2017-05-15,2017-05_Q1,142.24,-0.141,0.175,-0.074,0.149,291.25,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3238,3.7793,LOW
cacao_ccn51,2017-05-16,2017-05-31,2017-05_Q2,142.24,1.182,0.552,-0.044,0.343,335.43,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1767,3.7498,LOW
cacao_ccn51,2017-06-01,2017-06-15,2017-06_Q1,142.24,0.499,-0.066,-0.352,0.339,279.0,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7206,LOW
cacao_ccn51,2017-06-16,2017-06-30,2017-06_Q2,142.24,0.727,-0.097,-0.036,0.487,243.74,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705,LOW
cacao_ccn51,2017-07-01,2017-07-15,2017-07_Q1,142.24,1.778,0.454,0.1,0.539,304.33,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6673,LOW
cacao_ccn51,2017-07-16,2017-07-31,2017-07_Q2,142.24,0.092,1.085,0.209,0.453,226.56,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6331,LOW
cacao_ccn51,2017-08-01,2017-08-15,2017-08_Q1,142.24,-1.367,0.493,0.308,0.69,154.69,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6014,LOW
cacao_ccn51,2017-08-16,2017-08-31,2017-08_Q2,142.24,-1.322,-0.766,0.294,0.709,135.77,140.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5782,LOW
cacao_ccn51,2017-09-01,2017-09-15,2017-09_Q1,142.24,0.557,0.468,-0.015,0.846,197.57,142.24,1.0,0.0,0.0,0.0,0.0,0.0,3.1833,22.61,0.0,0.0,LOW
cacao_ccn51,2017-09-16,2017-09-30,2017-09_Q2,142.24,1.421,-0.473,-0.254,0.835,223.94,142.24,1.0,0.0,0.0,0.0,0.0,0.0,10.1861,72.64,0.0,0.0,LOW
cacao_ccn51,2017-10-01,2017-10-15,2017-10_Q1,142.24,-0.5,-1.071,0.041,0.696,161.39,142.24,1.0,0.0,0.0,0.0,0.0,0.0,10.1668,72.64,0.0,0.0,LOW
cacao_ccn51,2017-10-16,2017-10-31,2017-10_Q2,142.24,0.383,0.093,0.686,0.717,250.48,142.24,1.0,0.0,0.0,0.0,0.0,0.0,10.1415,72.64,0.0,0.0,LOW
cacao_ccn51,2017-11-01,2017-11-15,2017-11_Q1,142.24,0.41,0.273,0.381,0.263,294.67,142.24,1.0,0.0,0.0,0.0,0.0,0.0,10.0237,72.64,0.0,0.0,LOW
cacao_ccn51,2017-11-16,2017-11-30,2017-11_Q2,142.24,-0.884,0.095,-0.505,0.133,189.42,142.24,1.0,0.0,0.0,0.0,0.0,0.0,9.9052,72.64,0.0,0.0,LOW
cacao_ccn51,2017-12-01,2017-12-15,2017-12_Q1,142.24,-0.285,0.075,0.144,0.059,197.44,142.24,1.0,0.0,0.0,0.0,6.3312,22.61,9.8618,72.64,0.0,0.0,LOW
cacao_ccn51,2017-12-16,2017-12-31,2017-12_Q2,142.24,-0.903,-0.438,-0.862,-0.012,123.22,82.52,1.0,0.0,0.0,0.0,20.0514,72.64,9.8161,72.64,0.0,0.0,MEDIUM
cacao_ccn51,2018-01-01,2018-01-15,2018-01_Q1,142.24,0.137,0.126,-0.378,0.081,147.58,142.24,1.0,0.0,0.0,0.0,19.7963,72.64,9.7015,72.64,0.0,0.0,MEDIUM
cacao_ccn51,2018-01-16,2018-01-31,2018-01_Q2,142.24,1.185,0.256,0.051,0.182,212.69,142.24,1.0,0.0,0.0,0.0,19.5391,72.64,9.5897,72.64,0.0,0.0,MEDIUM
cacao_ccn51,2018-02-01,2018-02-15,2018-02_Q1,142.24,0.433,0.148,-0.018,0.088,72.02,90.26,1.0,0.0,18.2723,22.61,19.2988,72.64,9.4922,72.64,0.0,0.0,MEDIUM
cacao_ccn51,2018-02-16,2018-02-28,2018-02_Q2,142.24,-0.617,0.237,-0.072,0.04,6.91,31.32,1.0,0.0,56.0405,72.64,19.0574,72.64,9.3974,72.64,0.0,0.0,NOT_SUITABLE
cacao_ccn51,2018-03-01,2018-03-15,2018-03_Q1,142.24,-0.946,-0.349,-0.401,-0.307,10.89,0.0,0.8173,18.27,39.447,50.02,13.1859,50.02,6.5106,50.02,0.0,0.0,HIGH
cacao_ccn51,2018-03-16,2018-03-31,2018-03_Q2,142.24,-1.01,-0.257,-0.81,-0.759,25.66,0.0,0.4396,56.04,0.0,0.0,0.0,0.0,0.0,0.0,6.3312,3.1833,LOW
cacao_ccn51,2018-04-01,2018-04-15,2018-04_Q1,142.24,-0.213,-0.442,-0.586,-0.642,145.25,68.46,0.6055,39.45,0.0,0.0,0.0,0.0,0.0,0.0,20.0514,10.1861,LOW
cacao_ccn51,2018-04-16,2018-04-30,2018-04_Q2,142.24,0.384,-0.497,-0.606,-0.428,326.19,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7963,10.1668,LOW
cacao_ccn51,2018-05-01,2018-05-15,2018-05_Q1,142.24,0.594,-0.189,-0.416,-0.369,373.67,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5391,10.1415,LOW
cacao_ccn51,2018-05-16,2018-05-31,2018-05_Q2,142.24,0.497,-0.039,-0.393,-0.572,289.73,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2988,10.0237,LOW
cacao_ccn51,2018-06-01,2018-06-15,2018-06_Q1,142.24,0.013,0.13,-0.485,-0.476,250.28,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0574,9.9052,LOW
cacao_ccn51,2018-06-16,2018-06-30,2018-06_Q2,142.24,0.823,0.479,-0.087,-0.625,242.65,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1859,9.8618,LOW
cacao_ccn51,2018-07-01,2018-07-15,2018-07_Q1,142.24,0.274,0.444,-0.213,-0.656,225.69,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8161,LOW
cacao_ccn51,2018-07-16,2018-07-31,2018-07_Q2,142.24,-0.508,0.377,-0.313,-0.671,198.9,142.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7015,LOW
cacao_ccn51,2018-08-01,2018-08-15,2018-08_Q1,142.24,-1.36,-0.936,-0.26,-0.445,153.44,142.24,1.0,0.0,0.0,0.0,0.0,0.0,6.3338,47.39,0.0,9.5897,LOW
cacao_ccn51,2018-08-16,2018-08-31,2018-08_Q2,142.24,-1.292,-0.997,-0.281,-0.502,139.16,138.65,1.0,0.0,0.0,0.0,0.0,0.0,13.2515,98.54,0.0,9.4922,LOW
cacao_ccn51,2018-09-01,2018-09-15,2018-09_Q1,142.24,-0.879,-1.291,-0.233,-0.618,152.7,142.24,1.0,0.0,0.0,0.0,0.0,0.0,20.2962,152.51,0.0,9.3974,MEDIUM
cacao_ccn51,2018-09-16,2018-09-30,2018-09_Q2,142.24,0.656,-1.304,0.087,-0.589,193.9,142.24,1.0,0.0,0.0,0.0,0.0,0.0,26.9683,204.7,0.0,6.5106,MEDIUM
cacao_ccn51,2018-10-01,2018-10-15,2018-10_Q1,142.24,-0.899,-1.687,-0.291,-0.545,147.91,124.81,1.0,0.0,0.0,0.0,0.0,0.0,27.3819,209.61,0.0,0.0,MEDIUM
cacao_ccn51,2018-10-16,2018-10-31,2018-10_Q2,142.24,0.006,-0.935,-0.33,-0.461,224.61,142.24,1.0,0.0,0.0,0.0,0.0,0.0,27.1626,209.61,0.0,0.0,MEDIUM
cacao_ccn51,2018-11-01,2018-11-15,2018-11_Q1,142.24,1.084,0.617,-0.032,-0.181,393.35,142.24,1.0,0.0,0.0,0.0,12.4627,47.39,26.881,209.61,0.0,0.0,MEDIUM
cacao_ccn51,2018-11-16,2018-11-30,2018-11_Q2,142.24,1.165,0.866,0.355,0.009,353.64,142.24,1.0,0.0,0.0,0.0,25.6772,98.54,26.6092,209.61,0.0,0.0,MEDIUM
cacao_ccn51,2018-12-01,2018-12-15,2018-12_Q1,142.24,-0.167,0.681,0.008,-0.111,211.7,142.24,1.0,0.0,0.0,0.0,39.4028,152.51,26.5501,209.61,0.0,0.0,HIGH
cacao_ccn51,2018-12-16,2018-12-31,2018-12_Q2,142.24,-1.646,0.536,-0.038,0.108,109.22,116.43,1.0,0.0,0.0,0.0,52.435,204.7,26.4943,209.61,0.0,0.0,NOT_SUITABLE
cacao_ccn51,2019-01-01,2019-01-15,2019-01_Q1,142.24,-2.389,0.072,-0.838,-0.335,44.93,57.28,1.0,0.0,37.2834,47.39,53.3851,209.61,26.469,209.61,0.0,0.0,NOT_SUITABLE
cacao_ccn51,2019-01-16,2019-01-31,2019-01_Q2,142.24,-0.764,-0.155,-0.578,-0.454,28.59,14.73,1.0,0.0,79.3828,98.54,53.075,209.61,26.4376,209.61,0.0,0.0,NOT_SUITABLE
