depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.82,23.11,14.71,7.36
5-15cm,38.22,23.7,14.52,14.52
15-30cm,38.25,24.66,13.59,20.39
30-60cm,38.96,25.52,13.44,40.32
60-100cm,39.15,25.72,13.43,53.74
