depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.29,23.8,14.49,7.24
5-15cm,37.06,23.15,13.91,13.91
15-30cm,36.57,22.96,13.61,20.41
30-60cm,37.27,23.85,13.42,40.26
60-100cm,37.66,24.35,13.31,53.22
