depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.05,24.17,13.87,6.94
5-15cm,37.87,24.3,13.57,13.57
15-30cm,37.39,24.3,13.09,19.64
30-60cm,39.36,26.6,12.76,38.28
60-100cm,40.41,27.75,12.66,50.63
