depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.7,23.6,14.1,7.05
5-15cm,36.73,22.96,13.76,13.76
15-30cm,36.33,23.05,13.28,19.92
30-60cm,36.19,23.09,13.1,39.3
60-100cm,36.77,23.67,13.1,52.41
