depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.95,22.24,14.72,7.36
5-15cm,36.09,21.75,14.34,14.34
15-30cm,36.06,22.0,14.06,21.09
30-60cm,37.8,24.34,13.45,40.36
60-100cm,38.79,25.55,13.23,52.93
