property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,54.8,54.0,53.800000000000004,53.800000000000004,54.0
soc,522.1518987341772,409.0379746835443,218.32911392405063,196.32911392405063,180.8987341772152
clay,404.99999999999994,419.79999999999995,428.40000000000003,466.2,468.79999999999995
sand,222.79999999999998,213.00000000000003,202.6,180.4,174.8
silt,372.0,367.2,369.8,353.40000000000003,356.40000000000003
bdod,121.1012658227848,123.54430379746834,125.29113924050631,126.53164556962024,127.17721518987341
cec,190.0,190.0,178.0,167.0,168.79999999999998
