depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.57,20.95,15.62,7.81
5-15cm,36.36,21.19,15.17,15.17
15-30cm,33.9,19.96,13.94,20.9
30-60cm,34.1,20.55,13.54,40.63
60-100cm,34.87,21.31,13.56,54.24
