depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.19,24.49,14.7,7.35
5-15cm,38.22,24.23,13.99,13.99
15-30cm,39.62,26.56,13.05,19.58
30-60cm,41.43,28.95,12.48,37.45
60-100cm,41.94,29.6,12.34,49.38
