property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,50.6,50.0,50.0,52.0,52.0
soc,673.6,614.6,480.79999999999995,305.40000000000003,188.60000000000002
clay,309.59999999999997,316.40000000000003,331.2,338.2,355.40000000000003
sand,338.79999999999995,328.6,322.0,324.59999999999997,316.4
silt,351.59999999999997,355.6,346.8,336.8,328.2
bdod,87.39999999999999,90.8,90.8,99.80000000000001,104.0
cec,212.59999999999997,216.8,187.0,165.20000000000002,164.6
