point_id,name,lat,lon,zone
p109,Yolombo_Ant,6.599279095981935, -75.01525360910674,humid
p110,GomezPlata_Ant,6.68355421669671, -75.21319971270954,humid
p111,Quibdo_Choco,6.683995977511827, -75.2266411529031,very_humid
p112,Istmina_Choco,5.161700196181919, -76.68237437491732,very_humid
p113,Tado_Choco,5.259275991375459, -76.55901928886637,very_humid
p114,MedioBaudo_Choco,5.051235631011402, -76.98055923478789,very_humid
p115,Florencia_Caqueta,1.5936912614540928, -75.60496024309683,very_humid
p116,BelenAndaquies_Caqueta,1.4213551405156997, -75.88077287672806,very_humid
p117,SanVicenteCaguan_Caqueta,2.1233772643140836, -74.7797310575965,very_humid
p118,PuertoRico_Caqueta,1.9185878452247027, -75.16143560990184,very_humid
p119,ElDoncello_Caqueta,1.6691685018273357, -75.27642730099167,very_humid
p120,LaMontanita_Caqueta,1.4752272540484888, -75.44207066874266,very_humid
