depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,22.08,14.38,7.7,3.85
5-15cm,22.4,14.92,7.49,7.49
15-30cm,23.05,15.54,7.51,11.27
30-60cm,24.3,16.45,7.85,23.55
60-100cm,23.64,15.98,7.66,30.66
