depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,30.22,17.44,12.78,6.39
5-15cm,30.5,18.57,11.93,11.93
15-30cm,35.51,23.37,12.14,18.21
30-60cm,35.44,23.48,11.96,35.88
60-100cm,34.21,22.45,11.76,47.02
