depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.98,15.8,10.18,5.09
5-15cm,20.86,12.75,8.11,8.11
15-30cm,20.93,13.27,7.66,11.49
30-60cm,31.47,21.55,9.93,29.78
60-100cm,34.54,23.99,10.55,42.19
