depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,19.07,11.52,7.55,3.77
5-15cm,21.23,13.29,7.94,7.94
15-30cm,24.32,15.63,8.68,13.03
30-60cm,27.57,18.17,9.4,28.19
60-100cm,28.97,19.28,9.69,38.77
