crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,113.43,1.064,0.791,1.245,0.789,45.59,0.0,0.1731,82.69,93.9241,215.18,90.6239,428.95,80.7041,465.91,82.9929,68.0514,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,113.43,-0.214,0.561,1.093,0.687,15.06,0.0,0.062,93.8,94.0392,165.18,89.0551,333.04,75.4151,357.46,87.4971,71.3483,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,113.43,-0.572,0.082,0.952,0.624,13.92,0.0,0.0608,93.92,100.0,136.64,81.5266,241.62,69.7403,276.91,87.0352,75.2625,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,113.43,-0.453,-0.176,0.902,0.641,10.47,0.0,0.0596,94.04,74.599,89.46,75.08,179.66,66.6691,247.87,89.2346,77.9837,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,113.43,-0.807,-0.165,0.762,0.658,0.0,0.0,0.0,100.0,71.6885,77.13,59.9724,114.08,61.9607,222.98,90.042,81.4095,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,113.43,0.372,-0.398,0.466,0.776,30.46,0.0,0.254,74.6,100.0,78.4,61.9989,90.2,75.5224,328.38,90.5406,84.1692,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,113.43,-0.527,-0.795,0.081,0.736,30.46,0.0,0.2831,71.69,53.4142,27.85,35.5435,36.95,76.8925,383.47,89.5994,85.7406,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,113.43,-1.489,-0.643,-0.041,0.752,0.0,0.0,0.0,100.0,28.8011,11.8,24.4186,24.42,77.4441,491.91,90.6239,88.6659,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,113.43,0.075,-0.391,-0.277,0.857,24.29,0.0,0.4659,53.41,29.8529,9.1,35.0486,35.29,82.4247,607.94,89.0551,87.6834,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,113.43,-0.28,-0.643,-0.447,0.71,29.17,0.0,0.712,28.8,0.0,0.0,51.4798,68.21,84.6046,734.52,81.5266,87.1253,NOT_SUITABLE
