depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.15,12.13,8.02,4.01
5-15cm,25.04,16.06,8.98,8.98
15-30cm,26.29,17.1,9.18,13.77
30-60cm,29.41,19.52,9.88,29.65
60-100cm,31.3,21.0,10.3,41.19
