depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.81,13.02,7.79,3.9
5-15cm,22.1,14.12,7.99,7.99
15-30cm,22.53,14.53,8.0,12.0
30-60cm,23.21,15.13,8.08,24.24
60-100cm,24.92,16.48,8.45,33.78
