depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.38,21.01,12.37,6.18
5-15cm,32.66,21.4,11.26,11.26
15-30cm,33.24,22.07,11.18,16.76
30-60cm,37.22,25.5,11.72,35.16
60-100cm,37.58,25.68,11.91,47.62
