depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.24,14.06,12.18,6.09
5-15cm,22.41,11.8,10.62,10.62
15-30cm,23.86,13.56,10.3,15.45
30-60cm,33.09,21.53,11.57,34.71
60-100cm,35.15,23.32,11.84,47.35
