depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.33,16.62,9.71,4.85
5-15cm,29.24,19.05,10.19,10.19
15-30cm,32.87,22.09,10.79,16.18
30-60cm,34.22,23.17,11.04,33.13
60-100cm,33.39,22.46,10.92,43.69
