depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,19.21,11.67,7.54,3.77
5-15cm,21.3,13.37,7.93,7.93
15-30cm,24.79,16.12,8.68,13.01
30-60cm,29.17,19.54,9.63,28.89
60-100cm,30.82,20.88,9.95,39.78
