depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,14.96,8.51,6.45,3.22
5-15cm,13.57,7.49,6.08,6.08
15-30cm,13.84,7.93,5.9,8.86
30-60cm,21.33,13.28,8.05,24.14
60-100cm,24.63,15.54,9.08,36.34
