depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.64,15.47,11.17,5.59
5-15cm,25.38,15.46,9.93,9.93
15-30cm,24.13,14.9,9.23,13.84
30-60cm,33.33,22.44,10.89,32.68
60-100cm,34.43,23.37,11.06,44.24
