depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.69,12.93,7.76,3.88
5-15cm,22.58,14.46,8.12,8.12
15-30cm,21.51,13.82,7.69,11.54
30-60cm,21.45,13.88,7.57,22.72
60-100cm,21.06,13.65,7.41,29.64
