depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.12,10.08,7.04,3.52
5-15cm,19.5,12.03,7.47,7.47
15-30cm,27.14,18.07,9.07,13.61
30-60cm,31.36,21.19,10.18,30.53
60-100cm,32.29,21.75,10.54,42.18
