depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,19.74,10.5,9.24,4.62
5-15cm,26.06,15.68,10.39,10.39
15-30cm,32.76,21.46,11.3,16.95
30-60cm,35.69,24.0,11.7,35.09
60-100cm,34.66,22.67,11.98,47.94
