depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.06,10.1,6.96,3.48
5-15cm,22.51,14.3,8.21,8.21
15-30cm,25.91,17.07,8.84,13.26
30-60cm,29.07,19.52,9.55,28.65
60-100cm,31.76,21.6,10.16,40.65
