crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,85.22,0.745,-0.0,0.806,1.046,33.47,0.0,0.142,85.8,74.8817,143.07,83.7259,365.02,77.2969,460.45,82.3422,74.1343,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,85.22,-0.069,0.482,0.475,1.09,9.39,0.0,0.0447,95.53,65.3071,100.37,83.2594,306.17,75.8826,395.97,91.0143,78.6655,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,85.22,1.065,0.821,0.993,1.282,47.99,0.0,0.2512,74.88,88.2887,110.97,86.3662,271.38,75.6384,352.86,89.3843,81.5697,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,85.22,1.223,1.088,1.278,1.341,53.32,0.0,0.3469,65.31,93.2238,113.36,89.7071,245.08,71.765,321.68,86.5786,81.6691,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,85.22,0.588,1.064,1.155,1.322,14.72,0.0,0.1171,88.29,93.0886,110.98,78.0338,186.04,67.9809,298.36,82.9785,82.9071,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,85.22,-0.774,0.683,1.104,1.204,8.24,0.0,0.0678,93.22,100.0,92.43,73.4606,144.65,70.0831,331.03,82.5884,84.4439,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,85.22,-1.235,0.231,0.334,1.054,8.24,0.0,0.0691,93.09,71.3155,49.43,59.7481,95.43,71.0532,358.35,85.3771,83.6233,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,85.22,-1.063,0.051,0.4,0.991,0.0,0.0,0.0,100.0,66.3967,39.28,58.2791,89.81,72.8779,437.15,83.7259,88.2207,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,85.22,0.664,-0.313,0.482,1.041,19.88,0.0,0.2868,71.32,51.386,25.63,53.5044,81.48,78.1861,527.85,83.2594,87.2391,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,85.22,0.564,-0.698,0.469,0.859,19.88,0.0,0.336,66.4,28.5525,12.94,43.762,76.6,80.2132,625.72,86.3662,86.5104,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,85.22,-0.256,-0.562,0.585,0.995,24.25,0.0,0.4861,51.39,50.2598,20.37,56.0263,112.32,82.7866,714.15,89.7071,85.0827,NOT_SUITABLE
wheat,2017-06-01,2017-06-15,2017-06_Q1,85.22,-0.153,-0.632,-0.064,0.523,32.38,0.0,0.7145,28.55,75.7531,37.58,67.6683,186.38,85.1769,806.54,78.0338,81.2153,NOT_SUITABLE
wheat,2017-06-16,2017-06-30,2017-06_Q2,85.22,-1.422,-0.499,-0.198,0.401,20.16,0.0,0.4974,50.26,57.3371,35.48,76.2927,262.92,85.7071,870.27,73.4606,81.937,NOT_SUITABLE
wheat,2017-07-01,2017-07-15,2017-07_Q1,85.22,-1.128,-0.939,-0.457,-0.026,12.03,0.0,0.2425,75.75,32.5529,26.08,77.9247,347.35,85.838,931.6,59.7481,77.2969,NOT_SUITABLE
wheat,2017-07-16,2017-07-31,2017-07_Q2,85.22,-0.235,-1.333,-0.675,0.39,26.4,0.0,0.4266,57.34,57.5824,56.47,85.3757,446.37,87.2171,993.01,58.2791,75.8826,NOT_SUITABLE
