depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.96,15.87,10.09,5.04
5-15cm,25.96,16.27,9.69,9.69
15-30cm,29.78,19.46,10.32,15.49
30-60cm,31.34,20.76,10.58,31.73
60-100cm,31.84,21.19,10.66,42.62
