depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.01,15.35,8.66,4.33
5-15cm,24.78,16.0,8.78,8.78
15-30cm,22.44,14.43,8.01,12.01
30-60cm,21.81,14.03,7.78,23.35
60-100cm,21.6,13.91,7.69,30.77
