depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,21.79,13.4,8.39,4.19
5-15cm,24.12,15.3,8.82,8.82
15-30cm,28.39,18.78,9.61,14.41
30-60cm,32.37,21.87,10.5,31.49
60-100cm,32.58,22.02,10.56,42.24
