depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,15.33,8.95,6.37,3.19
5-15cm,19.5,12.16,7.34,7.34
15-30cm,30.0,20.43,9.57,14.35
30-60cm,31.41,21.44,9.97,29.92
60-100cm,30.85,20.77,10.08,40.31
