depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.47,7.46,6.01,3.0
5-15cm,15.94,9.35,6.59,6.59
15-30cm,23.37,15.31,8.05,12.08
30-60cm,28.7,19.24,9.46,28.38
60-100cm,30.37,20.48,9.89,39.56
