property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,82.0,84.0,86.0,88.0,89.0
soc,208.20289855072463,176.40579710144925,97.53623188405795,60.18840579710145,43.79710144927536
clay,212.75,232.0,222.25,223.5,225.0
sand,713.0000000000001,691.75,702.4999999999999,699.5,698.25
silt,74.5,76.25,75.5,76.25,75.75
bdod,120.0,125.79710144927535,129.0,137.0,138.0
cec,203.75,207.0,213.00000000000003,211.25,210.75
