property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,,,,,
soc,142,139,118,103,68
clay,,,,,
sand,,,,,
silt,,,,,
bdod,121,127,134,146,147
cec,,,,,
