depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.69,7.49,6.2,3.1
5-15cm,16.23,9.48,6.75,6.75
15-30cm,22.82,14.72,8.09,12.14
30-60cm,29.4,19.77,9.63,28.89
60-100cm,30.6,20.6,10.0,40.02
