depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.42,21.96,11.46,5.73
5-15cm,33.35,22.07,11.28,11.28
15-30cm,34.82,23.34,11.48,17.22
30-60cm,35.8,24.2,11.6,34.79
60-100cm,35.63,24.05,11.58,46.31
