depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.89,7.99,5.9,2.95
5-15cm,15.03,8.9,6.13,6.13
15-30cm,16.65,10.3,6.35,9.52
30-60cm,20.7,13.29,7.4,22.21
60-100cm,24.3,15.92,8.38,33.53
