property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,82.0,83.0,85.0,88.0,89.0
soc,195.9767441860465,182.25581395348837,120.53488372093021,118.8139534883721,73.74418604651163
clay,171.94186046511626,202.9418604651163,206.31395348837208,208.0,214.31395348837208
sand,757.0581395348836,731.0581395348837,727.6860465116279,734.6860465116279,725.0
silt,71.0,66.0,65.0,58.0,60.0
bdod,117.06976744186046,126.44186046511628,135.25581395348837,142.8139534883721,143.0
cec,161.0581395348837,157.0581395348837,149.7441860465116,149.43023255813952,147.74418604651163
