depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.73,15.16,9.57,4.79
5-15cm,25.09,15.71,9.39,9.39
15-30cm,30.65,20.25,10.4,15.6
30-60cm,32.29,21.64,10.65,31.94
60-100cm,33.46,22.58,10.88,43.52
