depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.39,10.31,7.07,3.54
5-15cm,20.91,13.11,7.8,7.8
15-30cm,32.27,22.08,10.19,15.29
30-60cm,34.16,23.56,10.6,31.79
60-100cm,33.83,23.35,10.48,41.92
