depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.77,7.7,6.06,3.03
5-15cm,13.71,7.73,5.98,5.98
15-30cm,15.05,9.04,6.01,9.02
30-60cm,19.4,12.4,7.01,21.02
60-100cm,21.88,14.2,7.68,30.73
