depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.04,18.48,10.56,5.28
5-15cm,26.64,16.87,9.77,9.77
15-30cm,35.75,24.61,11.14,16.71
30-60cm,39.63,27.91,11.72,35.16
60-100cm,39.27,27.58,11.69,46.77
