crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,114.47,0.903,0.729,1.316,1.004,65.28,0.0,0.2435,75.65,92.8228,206.02,87.8283,406.61,76.8307,441.37,69.0086,52.6873,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,114.47,-0.66,0.439,0.968,0.958,11.18,0.0,0.0465,95.35,88.6317,151.41,87.749,323.53,74.2658,351.85,81.0838,58.9169,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,114.47,-0.667,0.055,0.872,0.731,15.93,0.0,0.0718,92.82,88.9622,118.24,76.8328,226.44,64.1536,254.75,82.4429,63.3034,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,114.47,-0.7,-0.082,1.019,0.82,19.42,0.0,0.1137,88.63,88.1271,104.51,73.1161,177.16,54.2517,200.44,86.0545,67.3161,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,114.47,0.004,-0.225,0.784,0.825,14.67,0.0,0.1104,88.96,76.1798,82.35,57.2518,113.23,52.1254,184.67,84.1461,69.9759,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,114.47,-0.018,-0.83,0.334,0.866,14.08,0.0,0.1187,88.13,85.2814,67.62,49.3975,75.58,62.2854,256.86,84.6074,73.9576,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,114.47,-0.58,-0.85,-0.037,0.879,25.75,0.0,0.2382,76.18,48.1293,25.85,31.1707,34.76,66.9757,312.34,91.567,78.5676,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,114.47,-0.767,-0.726,-0.278,0.868,11.67,0.0,0.1472,85.28,11.3329,5.03,26.949,28.31,71.2798,430.51,87.8283,83.6337,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,114.47,0.255,-0.191,-0.407,1.008,30.93,3.07,0.5187,48.13,13.9942,5.03,27.6553,28.31,76.9657,544.29,87.749,84.167,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,114.47,0.137,-0.511,-0.462,0.91,39.39,0.0,0.8867,11.33,9.9868,2.92,18.3065,23.28,80.994,681.97,76.8328,83.4911,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,114.47,0.26,-0.336,-0.426,0.887,34.82,6.95,0.8601,13.99,17.757,3.88,45.6467,71.44,83.5999,790.07,73.1161,81.2587,NOT_SUITABLE
wheat,2017-06-01,2017-06-15,2017-06_Q1,114.47,-0.232,-0.842,-0.878,0.731,26.36,0.0,0.9001,9.99,64.9173,20.35,69.8871,181.28,81.117,860.01,57.2518,78.0148,NOT_SUITABLE
wheat,2017-06-16,2017-06-30,2017-06_Q2,114.47,-1.597,-0.507,-0.794,0.557,11.0,0.0,0.8224,17.76,43.5277,19.4,78.2272,277.59,80.3894,926.6,49.3975,82.1182,NOT_SUITABLE
