depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,15.95,9.44,6.51,3.25
5-15cm,21.28,13.59,7.69,7.69
15-30cm,24.96,16.49,8.47,12.7
30-60cm,28.3,19.03,9.27,27.82
60-100cm,29.1,19.38,9.72,38.88
